"# Tm","Pos","Player","Age","Tm","Pts Won","Pts Max","Share","1st Tm","2nd Tm","3rd Tm","G","MP","PTS","TRB","AST","STL","BLK","FG%","3P%","FT%","WS","WS/48","avg_PTS","avg_AST","avg_TRB","avg_STL","avg_BLK","avg_WS","norm_PTS","norm_AST","norm_TRB","norm_STL","norm_BLK","norm_WS","MVP_index","Year"
"ORV","F","Kevin Willis",30,"ATL",2,490,0.004,0,0,2,80,36,17.9,12.9,2.1,0.9,0.5,0.506,0.241,0.653,6,0.099,19.0959183673469,4.84081632653061,6.6734693877551,1.36938775510204,0.885714285714286,8.4734693877551,0.937373089665491,0.433811129848229,1.93302752293578,0.657228017883756,0.564516129032258,0.708092485549133,1.56999642245237,1993
"ORV","G","Muggsy Bogues",28,"CHH",1,490,0.002,0,0,1,81,35,10,3.7,8.8,2,0.1,0.453,0.231,0.833,5.9,0.1,19.0959183673469,4.84081632653061,6.6734693877551,1.36938775510204,0.885714285714286,8.4734693877551,0.523672117131559,1.81787521079258,0.554434250764526,1.46050670640835,0.112903225806452,0.696290944123314,1.2737996939345,1993
"ORV","F","Horace Grant",27,"CHI",1,490,0.002,0,0,1,77,35.6,13.2,9.5,2.6,1.2,1.2,0.508,0.2,0.619,9.1,0.159,19.0959183673469,4.84081632653061,6.6734693877551,1.36938775510204,0.885714285714286,8.4734693877551,0.691247194613658,0.537099494097808,1.42354740061162,0.876304023845007,1.35483870967742,1.07394026974952,1.42736479318295,1993
"ORV","G","Derek Harper",31,"DAL",1,490,0.002,0,0,1,62,34,18.2,2,5.4,1.3,0.3,0.419,0.393,0.756,2.7,0.062,19.0959183673469,4.84081632653061,6.6734693877551,1.36938775510204,0.885714285714286,8.4734693877551,0.953083253179438,1.11551433389545,0.299694189602446,0.949329359165425,0.338709677419355,0.31864161849711,1.29286887985107,1993
"ORV","C","Alonzo Mourning",22,"CHH",1,490,0.002,0,0,1,78,33.9,21,10.3,1,0.3,3.5,0.511,0,0.781,8.2,0.148,19.0959183673469,4.84081632653061,6.6734693877551,1.36938775510204,0.885714285714286,8.4734693877551,1.09971144597627,0.206576728499157,1.5434250764526,0.219076005961252,3.95161290322581,0.967726396917148,1.87949745847524,1993
"ORV","G","Gary Payton",24,"SEA",1,490,0.002,0,0,1,82,31.1,13.5,3.4,4.9,2.2,0.3,0.494,0.206,0.77,7.8,0.147,19.0959183673469,4.84081632653061,6.6734693877551,1.36938775510204,0.885714285714286,8.4734693877551,0.706957358127605,1.01222596964587,0.509480122324159,1.60655737704918,0.338709677419355,0.920520231213873,1.27859714962353,1993
"ORV","F","Charles Smith",27,"NYK",1,490,0.002,0,0,1,81,26.8,12.4,5.3,1.8,0.6,1.2,0.469,0,0.782,6.6,0.146,19.0959183673469,4.84081632653061,6.6734693877551,1.36938775510204,0.885714285714286,8.4734693877551,0.649353425243133,0.371838111298482,0.794189602446483,0.438152011922504,1.35483870967742,0.778901734104046,1.10712400090635,1993
"ORV","G","Steve Smith",23,"MIA",1,490,0.002,0,0,1,48,33.5,16,4.1,5.6,1,0.3,0.451,0.402,0.787,3.5,0.104,19.0959183673469,4.84081632653061,6.6734693877551,1.36938775510204,0.885714285714286,8.4734693877551,0.837875387410495,1.15682967959528,0.614373088685015,0.730253353204173,0.338709677419355,0.413053949903661,1.28195539754637,1993
"ORV","G","Rod Strickland",26,"POR",1,490,0.002,0,0,1,78,31.7,13.7,4.3,7.2,1.7,0.3,0.485,0.133,0.717,7.4,0.143,19.0959183673469,4.84081632653061,6.6734693877551,1.36938775510204,0.885714285714286,8.4734693877551,0.717430800470236,1.48735244519393,0.64434250764526,1.24143070044709,0.338709677419355,0.873314065510597,1.39587952619922,1993
"ORV","F","Otis Thorpe",30,"HOU",1,490,0.002,0,0,1,72,32.7,12.8,8.2,2.5,0.6,0.3,0.558,0,0.598,6,0.122,19.0959183673469,4.84081632653061,6.6734693877551,1.36938775510204,0.885714285714286,8.4734693877551,0.670300309928396,0.516441821247892,1.22874617737003,0.438152011922504,0.338709677419355,0.708092485549133,1.15643728936375,1993
"1st","F","Scottie Pippen",28,"CHI",485,515,0.942,94,NA,NA,72,38.3,22,8.7,5.6,2.9,0.8,0.491,0.32,0.66,11.2,0.194,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,1.20850864890136,1.20900321543408,1.25931629196181,1.85442176870748,0.895238095238095,1.28641251221896,2.05181465919746,1994
"1st","C","Hakeem Olajuwon",31,"HOU",433,515,0.841,68,NA,NA,80,41,27.3,11.9,3.6,1.6,3.7,0.528,0.421,0.716,14.3,0.21,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,1.49964936886396,0.777216352779054,1.72251308900524,1.02312925170068,4.14047619047619,1.64247311827957,2.58738336749686,1994
"1st","F","Karl Malone",30,"UTA",417,515,0.81,65,NA,NA,82,40.6,25.2,11.5,4,1.5,1.5,0.497,0.25,0.694,13.4,0.193,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,1.38429172510519,0.86357372531006,1.66461348937481,0.959183673469388,1.67857142857143,1.53910068426197,2.23412079659875,1994
"1st","G","John Stockton",31,"UTA",356,515,0.691,56,NA,NA,82,36.2,15.1,3.1,12.6,2.4,0.3,0.528,0.322,0.805,13.2,0.214,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,0.82947639083684,2.72025723472669,0.448721897135818,1.53469387755102,0.335714285714286,1.51612903225806,1.87028606680034,1994
"1st","G","Latrell Sprewell",23,"GSW",252,515,0.489,29,NA,NA,82,43.1,21,4.9,4.7,2.2,0.9,0.433,0.361,0.774,8,0.108,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,1.15357643758766,1.01469912723932,0.709270095472744,1.40680272108844,1.00714285714286,0.918866080156403,1.73307792559473,1994
"2nd","C","David Robinson",28,"SAS",341,515,0.662,29,NA,NA,80,40.5,29.8,10.7,4.8,1.7,3.3,0.507,0.345,0.749,20,0.296,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,1.6369798971482,1.03628847037207,1.54881429011395,1.08707482993197,3.69285714285714,2.29716520039101,2.77842758517763,1994
"2nd","F","Shawn Kemp",24,"SEA",212,515,0.411,17,NA,NA,79,32.9,18.1,10.8,2.6,1.8,2.1,0.538,0.25,0.741,11.7,0.216,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,0.994273024777934,0.561322921451539,1.56328919002156,1.15102040816327,2.35,1.34384164222874,1.87824973484126,1994
"2nd","F","Charles Barkley",30,"PHO",204,515,0.396,15,NA,NA,65,35.4,21.6,11.2,4.6,1.6,0.6,0.495,0.27,0.704,8.8,0.185,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,1.18653576437588,0.993109784106569,1.62118878965199,1.02312925170068,0.671428571428571,1.01075268817204,1.92387194047907,1994
"2nd","G","Mitch Richmond",28,"SAC",198,515,0.384,24,NA,NA,78,37.1,23.4,3.7,4,1.3,0.2,0.445,0.407,0.834,6.4,0.106,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,1.28541374474053,0.86357372531006,0.53557129658146,0.831292517006803,0.223809523809524,0.735092864125122,1.59389138496571,1994
"2nd","G","Kevin Johnson",27,"PHO",190,515,0.369,23,NA,NA,67,36.6,20,2.5,9.5,1.9,0.1,0.487,0.222,0.819,8.7,0.17,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,1.09864422627396,2.05098759761139,0.361872497690176,1.21496598639456,0.111904761904762,0.999266862170088,1.76470750900001,1994
"3rd","G","Mark Price",29,"CLE",182,515,0.353,22,NA,NA,76,31.4,17.3,3,7.8,1.4,0.1,0.478,0.397,0.888,10,0.201,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,0.950327255726975,1.68396876435462,0.434246997228211,0.895238095238095,0.111904761904762,1.1485826001955,1.5628174207209,1994
"3rd","G","Gary Payton",25,"SEA",175,515,0.34,21,NA,NA,82,35.1,16.5,3.3,6,2.3,0.2,0.504,0.278,0.595,9.3,0.155,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,0.906381486676017,1.29536058796509,0.477671696951032,1.47074829931973,0.223809523809524,1.06818181818182,1.49804631561004,1994
"3rd","F","Derrick Coleman",26,"NJN",139,515,0.27,4,NA,NA,77,36.1,20.2,11.3,3.4,0.9,1.8,0.447,0.314,0.774,9.9,0.171,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,1.1096306685367,0.734037666513551,1.63566368955959,0.575510204081633,2.01428571428571,1.13709677419355,1.90967398181341,1994
"3rd","F","Dominique Wilkins",34,"TOT",106,515,0.206,3,NA,NA,74,35.6,26,6.5,2.3,1.2,0.4,0.44,0.288,0.847,8.4,0.153,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,1.42823749415615,0.496554892053284,0.940868493994456,0.76734693877551,0.447619047619048,0.964809384164223,1.76816384810094,1994
"3rd","C","Shaquille O'Neal",21,"ORL",95,515,0.183,3,NA,NA,81,39.8,29.3,13.2,2.4,0.9,2.9,0.599,0,0.554,16.9,0.252,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,1.60951379149135,0.518144235186036,1.91068678780413,0.575510204081633,3.2452380952381,1.9411045943304,2.56805930802215,1994
"ORV","G","Kenny Anderson",23,"NJN",170,515,0.33,13,NA,NA,82,38.2,18.8,3.9,9.6,1.9,0.2,0.417,0.303,0.818,7.5,0.114,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,1.03272557269752,2.07257694074414,0.564521096396674,1.21496598639456,0.223809523809524,0.861436950146628,1.75854806098562,1994
"ORV","G","Reggie Miller",28,"IND",106,515,0.206,7,NA,NA,79,33.4,19.9,2.7,3.1,1.5,0.3,0.503,0.421,0.908,11.7,0.212,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,1.09315100514259,0.669269637115296,0.39082229750539,0.959183673469388,0.335714285714286,1.34384164222874,1.47060983002192,1994
"ORV","G","Mookie Blaylock",26,"ATL",95,515,0.184,4,NA,NA,81,36,13.8,5.2,9.7,2.6,0.5,0.411,0.334,0.73,10.2,0.168,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,0.758064516129032,2.09416628387689,0.752694795195565,1.66258503401361,0.55952380952381,1.17155425219941,1.71611090485499,1994
"ORV","F","Kevin Willis",31,"ATL",77,515,0.15,3,NA,NA,80,35.8,19.1,12,1.9,1,0.5,0.499,0.375,0.713,10.2,0.17,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,1.04920523609163,0.410197519522278,1.73698798891284,0.639455782312925,0.55952380952381,1.17155425219941,1.67179166299567,1994
"ORV","F","Dennis Rodman",32,"SAS",52,515,0.101,1,NA,NA,79,37.8,4.7,17.3,2.3,0.7,0.4,0.534,0.208,0.52,8.7,0.14,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,0.258181393174381,0.496554892053284,2.50415768401602,0.447619047619048,0.447619047619048,0.999266862170088,1.19613709740615,1994
"ORV","F","Charles Oakley",30,"NYK",41,515,0.079,0,NA,NA,82,35.8,11.8,11.8,2.7,1.3,0.2,0.478,0,0.776,10.5,0.172,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,0.648200093501636,0.58291226458429,1.70803818909763,0.831292517006803,0.223809523809524,1.20601173020528,1.37770965183421,1994
"ORV","C","Patrick Ewing",31,"NYK",35,515,0.068,0,NA,NA,79,37.6,24.5,11.2,2.3,1.1,2.7,0.496,0.286,0.765,13.1,0.211,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,1.3458391771856,0.496554892053284,1.62118878965199,0.703401360544218,3.02142857142857,1.50464320625611,2.20428673631049,1994
"ORV","F","Horace Grant",28,"CHI",35,515,0.068,0,NA,NA,70,36.7,15.1,11,3.4,1.1,1.2,0.524,0,0.596,10,0.188,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,0.82947639083684,0.734037666513551,1.59223898983677,0.703401360544218,1.34285714285714,1.1485826001955,1.62206351712651,1994
"ORV","G","Joe Dumars",30,"DET",34,515,0.066,2,NA,NA,69,37.6,20.4,2.2,3.8,0.9,0.1,0.452,0.388,0.836,4.4,0.082,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,1.12061711079944,0.820395039044557,0.318447797967355,0.575510204081633,0.111904761904762,0.505376344086022,1.32575234610407,1994
"ORV","F","Danny Manning",27,"TOT",34,515,0.066,0,NA,NA,68,37.1,20.6,6.8,3.8,1.5,1.2,0.488,0.176,0.669,3.5,0.066,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,1.13160355306218,0.820395039044557,0.984293193717278,0.959183673469388,1.34285714285714,0.402003910068426,1.64695956878312,1994
"ORV","G","Rod Strickland",27,"POR",11,515,0.021,0,NA,NA,82,35.2,17.2,4.5,9,1.8,0.3,0.483,0.2,0.749,9.3,0.155,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,0.944834034595605,1.94304088194763,0.651370495842316,1.15102040816327,0.335714285714286,1.06818181818182,1.713370814239,1994
"ORV","G","Clyde Drexler",31,"POR",8,515,0.016,0,NA,NA,68,34.3,19.2,6.5,4.9,1.4,0.5,0.428,0.324,0.777,6.8,0.14,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,1.054698457223,1.05787781350482,0.940868493994456,0.895238095238095,0.55952380952381,0.781036168132942,1.60607695834935,1994
"ORV","G","B.J. Armstrong",26,"CHI",6,515,0.012,1,0,1,82,33.8,14.8,2.1,3.9,1,0.1,0.476,0.444,0.855,7.5,0.13,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,0.81299672744273,0.841984382177308,0.303972898059747,0.639455782312925,0.111904761904762,0.861436950146628,1.14123829895721,1994
"ORV","G","Dan Majerle",28,"PHO",6,515,0.012,1,0,1,80,40.1,16.5,4.4,3.4,1.6,0.5,0.418,0.382,0.739,7.3,0.109,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,0.906381486676017,0.734037666513551,0.636895595934709,1.02312925170068,0.55952380952381,0.838465298142718,1.35187360579674,1994
"ORV","G","Steve Smith",24,"MIA",6,515,0.012,1,0,1,78,35.6,17.3,4.5,5.1,1.1,0.4,0.456,0.347,0.835,8.1,0.141,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,0.950327255726975,1.10105649977033,0.651370495842316,0.703401360544218,0.447619047619048,0.930351906158358,1.45302338022482,1994
"ORV","C","Dikembe Mutombo",27,"DEN",5,515,0.01,1,0,0,82,34.8,12,11.8,1.5,0.7,4.1,0.569,0,0.583,9.4,0.158,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,0.659186535764376,0.323840146991272,1.70803818909763,0.447619047619048,4.58809523809524,1.07966764418377,1.70084038783272,1994
"ORV","F","Glen Rice",26,"MIA",5,515,0.01,0,NA,NA,81,37,21.1,5.4,2.3,1.4,0.4,0.467,0.382,0.88,10.2,0.163,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,1.15906965871903,0.496554892053284,0.781644595010779,0.895238095238095,0.447619047619048,1.17155425219941,1.55682445085686,1994
"ORV","F","Clifford Robinson",27,"POR",5,515,0.01,0,NA,NA,82,34.8,20.1,6.7,1.9,1.4,1.4,0.457,0.245,0.765,7.5,0.126,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,1.10413744740533,0.410197519522278,0.969818293809671,0.895238095238095,1.56666666666667,0.861436950146628,1.60371992996972,1994
"ORV","F","Stacey Augmon",25,"ATL",4,515,0.008,0,NA,NA,82,31.8,14.8,4.8,2.3,1.8,0.5,0.51,0.143,0.764,9.7,0.179,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,0.81299672744273,0.496554892053284,0.694795195565137,1.15102040816327,0.55952380952381,1.11412512218964,1.28640809395594,1994
"ORV","G","Kendall Gill",25,"SEA",4,515,0.008,0,NA,NA,79,30.8,14.1,3.4,3.5,1.9,0.4,0.443,0.317,0.782,6.7,0.132,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,0.774544179523142,0.755627009646302,0.492146596858639,1.21496598639456,0.447619047619048,0.769550342130987,1.21326979996576,1994
"ORV","G","Nate McMillan",29,"SEA",3,515,0.006,0,NA,NA,73,25.8,6,3.9,5.3,3,0.3,0.447,0.391,0.564,6,0.154,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,0.329593267882188,1.14423518603583,0.564521096396674,1.91836734693878,0.335714285714286,0.689149560117302,1.01964428219678,1994
"ORV","F","Detlef Schrempf",31,"SEA",3,515,0.006,0,NA,NA,81,33.7,15,5.6,3.4,0.9,0.1,0.493,0.324,0.769,8.4,0.148,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,0.82398316970547,0.734037666513551,0.810594394825993,0.575510204081633,0.111904761904762,0.964809384164223,1.25880745532254,1994
"ORV","G","Muggsy Bogues",29,"CHH",2,515,0.004,0,0,2,77,35.7,10.8,4.1,10.1,1.7,0,0.471,0.167,0.806,6.4,0.112,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,0.593267882187938,2.1805236564079,0.593470896211888,1.08707482993197,0,0.735092864125122,1.38708435651726,1994
"ORV","G","Anfernee Hardaway",22,"ORL",2,515,0.004,0,0,2,82,36.8,16,5.4,6.6,2.3,0.6,0.466,0.267,0.742,7.1,0.112,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,0.878915381019168,1.4248966467616,0.781644595010779,1.47074829931973,0.671428571428571,0.815493646138807,1.59130934925408,1994
"ORV","F","Tom Gugliotta",24,"WSB",1,515,0.002,0,0,1,78,35.8,17.1,9.3,3.5,2.2,0.7,0.466,0.27,0.685,3.8,0.066,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,0.939340813464236,0.755627009646302,1.34616569140745,1.40680272108844,0.783333333333333,0.436461388074291,1.56140363968815,1994
"ORV","G","Ron Harper",30,"LAC",1,515,0.002,0,0,1,75,38.1,20.1,6.1,4.6,1.9,0.7,0.426,0.301,0.715,2.9,0.049,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,1.10413744740533,0.993109784106569,0.882968894364028,1.21496598639456,0.783333333333333,0.333088954056696,1.60212290262321,1994
"ORV","G","Jeff Hornacek",30,"TOT",1,515,0.002,0,0,1,80,35.3,15.9,3.5,5.2,1.6,0.2,0.47,0.337,0.878,6.9,0.117,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,0.873422159887798,1.12264584290308,0.506621496766246,1.02312925170068,0.223809523809524,0.792521994134897,1.34962673949882,1994
"ORV","G","Jim Jackson",23,"DAL",1,515,0.002,0,0,1,82,37.4,19.2,4.7,4.6,1.1,0.3,0.445,0.283,0.821,0.6,0.009,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,1.054698457223,0.993109784106569,0.68032029565753,0.703401360544218,0.335714285714286,0.0689149560117302,1.37636509374704,1994
"ORV","F","Derrick McKey",27,"IND",1,515,0.002,0,0,1,76,34.4,12,5.3,4.3,1.5,0.6,0.5,0.29,0.756,5,0.092,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,0.659186535764376,0.928341754708314,0.767169695103172,0.959183673469388,0.671428571428571,0.574291300097752,1.20043201056883,1994
"ORV","G","John Starks",28,"NYK",1,515,0.002,0,0,1,59,34.9,19,3.1,5.9,1.6,0.1,0.42,0.335,0.754,5.8,0.135,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,1.04371201496026,1.27377124483234,0.448721897135818,1.02312925170068,0.111904761904762,0.666177908113392,1.4790229850378,1994
"ORV","F","Clarence Weatherspoon",23,"PHI",1,515,0.002,0,0,1,82,38.4,18.4,10.1,2.3,1.2,1.4,0.483,0.235,0.693,6,0.091,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,1.01075268817204,0.496554892053284,1.46196489066831,0.76734693877551,1.56666666666667,0.689149560117302,1.63500589077985,1994
"ORV","F","Chris Webber",20,"GSW",1,515,0.002,0,0,1,76,32.1,17.5,9.1,3.6,1.2,2.2,0.552,0,0.532,7.8,0.154,18.2042553191489,4.63191489361702,6.90851063829787,1.56382978723404,0.893617021276596,8.7063829787234,0.961313697989715,0.777216352779054,1.31721589159224,0.76734693877551,2.46190476190476,0.895894428152493,1.7499683537755,1994
"1st","F","Karl Malone",31,"UTA",519,525,0.989,102,NA,NA,82,38.1,26.7,10.6,3.5,1.6,1,0.536,0.268,0.742,13.8,0.212,18.9617021276596,4.53617021276596,6.23617021276596,1.35744680851064,0.725531914893617,8.2063829787234,1.40810143626571,0.771575984990619,1.69976117366087,1.17868338557994,1.3782991202346,1.68161783769769,2.25225636491155,1995
"1st","C","David Robinson",29,"SAS",479,525,0.912,86,NA,NA,81,38,27.6,10.8,2.9,1.7,3.2,0.53,0.3,0.774,17.5,0.273,18.9617021276596,4.53617021276596,6.23617021276596,1.35744680851064,0.725531914893617,8.2063829787234,1.45556552962298,0.639305816135084,1.73183213920164,1.25235109717868,4.41055718475073,2.13248638838476,2.64340069898322,1995
"1st","F","Scottie Pippen",29,"CHI",451,525,0.859,73,NA,NA,79,38.2,21.4,8.1,5.2,2.9,1.1,0.48,0.345,0.716,11.8,0.188,18.9617021276596,4.53617021276596,6.23617021276596,1.35744680851064,0.725531914893617,8.2063829787234,1.12859066427289,1.14634146341463,1.29887410440123,2.13636363636364,1.51612903225806,1.43790510759658,2.09511145637393,1995
"1st","G","John Stockton",32,"UTA",447,525,0.851,73,NA,NA,82,35,14.7,3.1,12.3,2.4,0.3,0.542,0.449,0.804,13.9,0.233,18.9617021276596,4.53617021276596,6.23617021276596,1.35744680851064,0.725531914893617,8.2063829787234,0.775246858168761,2.71153846153846,0.497099965881952,1.76802507836991,0.413489736070381,1.69380347420275,1.89457909596455,1995
"1st","G","Anfernee Hardaway",23,"ORL",394,525,0.75,55,NA,NA,77,37.7,20.9,4.4,7.2,1.7,0.3,0.512,0.349,0.769,10.7,0.177,18.9617021276596,4.53617021276596,6.23617021276596,1.35744680851064,0.725531914893617,8.2063829787234,1.10222172351885,1.58724202626642,0.705561241896964,1.25235109717868,0.413489736070381,1.30386310604096,1.81714174508698,1995
